"","rank","title","revenue","ceo","position","sector","industry","hq","years","employees","sex","sexCoef","sexPred1","sexPred2"
"152",152,"Molina Healthcare",19883,"Joseph M. Zubretsky","President, Chief Executive Officer & Director","Health Care","Health Care: Insurance and Managed Care","Long Beach, Calif.",23,275,"M",0,0.0993018716844192,0.999953192503562
"153",153,"Fluor",19521,"David T. Seaton","Chairman & Chief Executive Officer","Engineering & Construction","Engineering, Construction","Irving, Texas",10,555,"M",0,-0.000636877317792106,0.9999999999976
"154",154,"Altria Group",19494,"Howard A. Willard III","Chairman & Chief Executive Officer","Food, Beverages & Tobacco","Tobacco","Richmond, Va.",18,676,"M",0,-0.000758208129735571,2.22044604925031e-16
"155",155,"Paccar",19456.4,"Ronald E. Armstrong","Chairman & Chief Executive Officer","Industrials","Construction and Farm Machinery","Bellevue, Wash.",18,322,"M",0,-0.000394248555966353,2.22044604925031e-16
"156",156,"Hartford Financial Services",19228,"Christopher J. Swift","Chairman & Chief Executive Officer","Financials","Insurance: Property and Casualty (Stock)","Hartford, Conn.",17,180,"M",0,0.0350898622546742,0.0123690513672652
"157",157,"Kohl’s",19095,"Michelle D. Gass","Chairman & Chief Executive Officer","Retailing","General Merchandisers","Menomonee Falls, Wis.",15,699,"F",1,0.180575990008022,2.22044604925031e-16
"158",158,"Western Digital",19093,"Stephen D. Milligan","Chairman & Chief Executive Officer","Technology","Computers, Office Equipment","San Jose, Calif.",8,610,"M",0,-0.000784860889966976,0.977836357764142
"160",160,"Community Health Systems",18477,"Wayne T. Smith","Chairman & Chief Executive Officer","Health Care","Health Care: Medical Facilities","Franklin, Tenn.",5,701,"M",0,0.0827482293015457,1.43351750600574e-05
"161",161,"Visa",18358,"Alfred F. Kelly Jr.","Chairman & Chief Executive Officer","Business Services","Financial Data Services","San Francisco",3,149,"M",0,-0.000826644052539637,1
"162",162,"Danaher",18329.7,"Thomas P. Joyce Jr.","President, Chief Executive Officer & Director","Health Care","Medical Products and Equipment","Washington",14,607,"M",0,-0.000800565578854721,1
"163",163,"Kimberly-Clark",18259,"Thomas J. Falk","Chairman & Chief Executive Officer","Household Products","Household and Personal Products","Irving, Texas",18,484,"M",0,0.213562232484598,0.987086841918725
"164",164,"AECOM",18203.4,"Michael S. Burke","Chairman & Chief Executive Officer","Engineering & Construction","Engineering, Construction","Los Angeles",3,703,"M",0,-0.000635324512119198,0.999999999997352
"165",165,"PNC Financial Services",18035,"William S. Demchak","Chairman, President & Chief Executive Officer","Financials","Commercial Banks","Pittsburgh",18,542,"M",0,0.119375632871878,0.207128605480842
"166",166,"CenturyLink",17656,"Jeffrey K. Storey","President, Chief Executive Officer & Director","Telecommunications","Telecommunications","Monroe, La.",25,541,"M",0,-0.000784154670265803,1
"167",167,"NextEra Energy",17195,"James L. Robo","Chairman, President & Chief Executive Officer","Energy","Utilities: Gas and Electric","Juno Beach, Fla.",18,128,"M",0,0.241896667152369,0.000155987055961472
"168",168,"PG&E Corp.",17135,"Geisha J. Williams","President, Chief Executive Officer & Director","Energy","Utilities: Gas and Electric","San Francisco",18,304,"F",1,0.241897907050229,0.000155655008867721
"169",169,"Synnex",17045.7,"Dennis Polk","President, Chief Executive Officer & Director","Wholesalers","Wholesalers: Electronics and Office Equipment","Fremont, Calif.",5,82,"M",0,-0.0004313718189895,0.999999999003557
"170",170,"WellCare Health Plans",17007.2,"Kenneth A. Burdick","Chairman & Chief Executive Officer","Health Care","Health Care: Insurance and Managed Care","Tampa",3,691,"M",0,0.0992911847274136,0.99994036086338
"171",171,"Performance Food Group",16761.8,"George L. Holm","President, Chief Executive Officer & Director","Wholesalers","Wholesalers: Food and Grocery","Richmond, Va.",3,128,"M",0,-0.000170145747827332,1
"172",172,"Sears Holdings",16702,"Edward S. Lampert","Chairman & Chief Executive Officer","Retailing","General Merchandisers","Hoffman Estates, Ill.",18,705,"M",0,0.180567148537232,2.22044604925031e-16
"173",173,"Synchrony Financial",16695,"Margaret M. Keane","President, Chief Executive Officer & Director","Financials","Diversified Financials","Stamford, Conn.",13,171,"F",1,0.05506742149615,0.494993030291691
"174",174,"CarMax",16637.1,"William D. Nash","President, Chief Executive Officer & Director","Retailing","Automotive Retailing, Services","Richmond, Va.",8,318,"M",0,0.0997920680900956,1
"176",176,"Freeport-McMoRan",16416,"Richard C. Adkerson","Vice Chairman, President & Chief Executive Officer","Energy","Mining, Crude-Oil Production","Phoenix",6,326,"M",0,0.0447471293308638,3.32340542960529e-05
"177",177,"Genuine Parts",16308.8,"Paul D. Donahue","President, Chief Executive Officer & Director","Wholesalers","Wholesalers: Diversified","Atlanta",18,502,"M",0,0.08258194941015,0.935872548947695
"178",178,"Emerson Electric",16301,"David N. Farr","Chairman & Chief Executive Officer","Industrials","Industrial Machinery","St. Louis",18,665,"M",0,0.0360790128021837,0.549468003424985
"179",179,"DaVita",16038.2,"Kent J. Thiry","Chairman & Chief Executive Officer","Health Care","Health Care: Medical Facilities","Denver",5,662,"M",0,0.0827479166359198,1.18786398244621e-05
"180",180,"Supervalu",16009,"Mark Gross","President, Chief Executive Officer & Director","Food & Drug Stores","Food and Drug Stores","Eden Prairie, Minn.",18,350,"M",0,-0.000804090322759495,0.999999999520139
"181",181,"Gap",15855,"Arthur L. Peck","President, Chief Executive Officer & Director","Retailing","Specialty Retailers: Apparel","San Francisco",18,126,"M",0,0.299142956472299,2.22044604925031e-16
"182",182,"General Mills",15619.8,"Jeffrey L. Harmening","Chairman & Chief Executive Officer","Food, Beverages & Tobacco","Food Consumer Products","Minneapolis",18,432,"M",0,0.157453973485374,0.94663599881534
"183",183,"Nordstrom",15478,"Blake W. Nordstrom","Co-President & Director","Retailing","General Merchandisers","Seattle",18,664,"M",0,0.180570421623053,2.22044604925031e-16
"184",184,"Colgate-Palmolive",15454,"Ian M. Cook","Chairman, President & Chief Executive Officer","Household Products","Household and Personal Products","New York City",18,422,"M",0,0.213559874689772,0.983957085082214
"185",185,"American Electric Power",15424.9,"Nicholas K. Akins","Chairman, President & Chief Executive Officer","Energy","Utilities: Gas and Electric","Columbus, Ohio",18,196,"M",0,0.241906301923563,0.000138804187162846
"186",186,"XPO Logistics",15380.8,"Bradley S. Jacobs","Chairman & Chief Executive Officer","Transportation","Transportation and Logistics","Greenwich, Conn.",19,740,"M",0,-0.000698664475075765,0.999999999982428
"187",187,"Goodyear Tire & Rubber",15377,"Richard J. Kramer","Chairman, President & Chief Executive Officer","Motor Vehicles & Parts","Motor Vehicles and Parts","Akron, Ohio",18,599,"M",0,0.0517962274319435,0.940569121549868
"188",188,"Omnicom Group",15273.6,"John D. Wren","President, Chief Executive Officer & Director","Business Services","Advertising, marketing","New York City",16,666,"M",0,-0.000132374192713943,1
"189",189,"CDW",15191.5,"Thomas E. Richards","Chairman, President & Chief Executive Officer","Technology","Information Technology Services","Lincolnshire, Ill.",7,686,"M",0,0.0618035620543117,0.995319285695339
"190",190,"Sherwin-Williams",14983.8,"John G. Morikis","Chairman, President & Chief Executive Officer","Chemicals","Chemicals","Cleveland",18,545,"M",0,-0.000779661665303441,0.999999999918604
"191",191,"PPG Industries",14967,"Michael H. McGarry","Chairman & Chief Executive Officer","Chemicals","Chemicals","Pittsburgh",18,500,"M",0,-0.000777627791990996,0.999999999918829
"192",192,"Texas Instruments",14961,"Richard K. Templeton","Chairman, President & Chief Executive Officer","Technology","Semiconductors and Other Electronic Components","Dallas",18,356,"M",0,0.0426959164815699,0.990579980079088
"193",193,"C.H. Robinson Worldwide",14869.4,"John P. Wiehoff","Chairman, President & Chief Executive Officer","Transportation","Transportation and Logistics","Eden Prairie, Minn.",10,152,"M",0,-0.000691665036271467,0.999999999981978
"194",194,"WestRock",14859.7,"Steven C. Voorhees","President, Chief Executive Officer & Director","Materials","Packaging, Containers","Atlanta",23,490,"M",0,-0.000508123875297389,1
"195",195,"Cognizant Technology Solutions",14810,"Francisco D'Souza","Chairman & Chief Executive Officer","Technology","Information Technology Services","Teaneck, N.J.",24,340,"M",0,0.0618106062916489,0.9952477984395
"196",196,"Newell Brands",14742.2,"Michael B. Polk","Chairman & Chief Executive Officer","Household Products","Home Equipment, Furnishings","Hoboken, N.J.",17,505,"M",0,0.0901443515906292,0.999931709437704
"197",197,"CBS",14710,"Joseph R. Ianniello","Chairman, President & Chief Executive Officer","Media","Entertainment","New York City",18,143,"M",0,-0.000685464247214495,1
"198",198,"Envision Healthcare",14700.5,"Christopher A. Holden","President, Chief Executive Officer & Director","Health Care","Health Care: Pharmacy and Other Services","Nashville",2,558,"M",0,0.152796357380311,0.00447973901565369
"199",199,"Monsanto",14640,"Hugh Grant","Chairman & Chief Executive Officer","Chemicals","Chemicals","St. Louis",8,296,"M",0,-0.000764896612718782,0.999999999918855
"200",200,"Aramark",14604.4,"Eric J. Foss","Chairman, President & Chief Executive Officer","Business Services","Diversified Outsourcing Services","Philadelphia",18,297,"M",0,0.0707090727251278,0.875380587939547
"201",201,"Applied Materials",14537,"Gary E. Dickerson","President, Chief Executive Officer & Director","Technology","Semiconductors and Other Electronic Components","Santa Clara, Calif.",17,208,"M",0,0.0427092075334296,0.99052373882969
"202",202,"Waste Management",14485,"James C. Fish Jr.","President, Chief Executive Officer & Director","Business Services","Waste Management","Houston",14,485,"M",0,-0.000508384424689139,1
"203",203,"DISH Network",14391.4,"W. Erik Carlson","President, Chief Executive Officer & Director","Telecommunications","Telecommunications","Englewood, Colo.",10,188,"M",0,-0.000757477217009017,1
"204",204,"Illinois Tool Works",14314,"E. Scott Santi","Chairman, President & Chief Executive Officer","Industrials","Industrial Machinery","Glenview, Ill.",18,538,"M",0,0.0361034022873113,0.523637602654254
"205",205,"Lincoln National",14257,"Dennis R. Glass","President, Chief Executive Officer & Director","Financials","Insurance: Life, Health (stock)","Radnor, Pa.",18,709,"M",0,0.104724277341089,0.484929033346756
"206",206,"HollyFrontier",14251.3,"George J. Damiris","President, Chief Executive Officer & Director","Energy","Petroleum Refining","Dallas",4,372,"M",0,-0.00103470406441995,1
"207",207,"CBRE Group",14209.6,"Robert E. Sulentic","President, Chief Executive Officer & Director","Financials","Real estate","Los Angeles",4,693,"M",0,0.0445279930025156,0.833673808980163
"208",208,"Textron",14198,"Scott C. Donnelly","Chairman, President & Chief Executive Officer","Aerospace & Defense","Aerospace and Defense","Providence, R.I.",18,429,"M",0,0.159253202040437,1
"209",209,"Ross Stores",14134.7,"Barbara Rentler","Chairman & Chief Executive Officer","Retailing","Specialty Retailers: Apparel","Dublin, Calif.",9,697,"F",1,0.299176932936193,2.22044604925031e-16
"210",210,"Principal Financial",14093.2,"Daniel J. Houston","Chairman, President & Chief Executive Officer","Financials","Insurance: Life, Health (stock)","Des Moines, Iowa",18,158,"M",0,0.104732980058551,0.4861303972353
"211",211,"D.R. Horton",14091,"David V. Auld","President, Chief Executive Officer & Director","Engineering & Construction","Homebuilders","Arlington, Texas",9,640,"M",0,0.165947403316879,0.817973681696327
"212",212,"Marsh & McLennan",14024,"Daniel S. Glaser","President, Chief Executive Officer & Director","Financials","Diversified Financials","New York City",18,599,"M",0,0.0551096940433474,0.464874289618784
"213",213,"Devon Energy",13949,"David A. Hager","President, Chief Executive Officer & Director","Energy","Mining, Crude-Oil Production","Oklahoma City",10,369,"M",0,0.0447884659235003,2.98645855146121e-05
"215",215,"Ecolab",13838.3,"Douglas M. Baker Jr.","Chairman & Chief Executive Officer","Chemicals","Chemicals","St. Paul, Minn.",9,503,"M",0,-0.00074214884154445,0.999999999917536
"216",216,"Land O’Lakes",13740.4,"Beth Ford","President, Chief Executive Officer & Director","Food, Beverages & Tobacco","Food Consumer Products","Arden Hills, Minn.",9,36,"F",1,0.157499081689862,0.943829360014278
"217",217,"Loews",13735,"James S. Tisch","President, Chief Executive Officer & Director","Financials","Insurance: Property and Casualty (Stock)","New York City",18,203,"M",0,0.0351318072045462,0.00885163119884273
"218",218,"Kinder Morgan",13705,"Steven J. Kean","President, Chief Executive Officer & Director","Energy","Pipelines","Houston",8,55,"M",0,-0.00059773169313236,8.97991079539585e-07
"219",219,"FirstEnergy",13627,"Charles E. Jones","President, Chief Executive Officer & Director","Energy","Utilities: Gas and Electric","Akron, Ohio",17,165,"M",0,0.241952908021556,0.000132700911009802
"220",220,"Occidental Petroleum",13274,"Vicki A. Hollub","President, Chief Executive Officer & Director","Energy","Mining, Crude-Oil Production","Houston",18,58,"F",1,0.0447924585478581,2.85826428423613e-05
"221",221,"Viacom",13263,"Robert M. Bakish","President, Chief Executive Officer & Director","Media","Entertainment","New York City",6,61,"M",0,-0.000655835352014401,1
"222",222,"PayPal Holdings",13094,"Daniel H. Schulman","President, Chief Executive Officer & Director","Business Services","Financial Data Services","San Jose, Calif.",19,214,"M",0,-0.000780490297605031,1
"223",223,"NGL Energy Partners",13022.2,"H. Michael Krimbill","Chief Executive Officer & Director","Energy","Energy","Tulsa, Okla.",20,266,"M",0,-0.000685050917449805,1
"224",224,"Celgene",13003,"Mark J. Alles","Chairman & Chief Executive Officer","Health Care","Pharmaceuticals","Summit, N.J.",23,629,"M",0,-0.000376096070506802,2.22044604925031e-16
"225",225,"Arconic",12960,"Charles P. Blankenship","Chairman & Chief Executive Officer","Aerospace & Defense","Aerospace and Defense","New York City",18,480,"M",0,0.159270273668663,1
"226",226,"Kellogg",12923,"Steven A. Cahillane","Chairman, President & Chief Executive Officer","Food, Beverages & Tobacco","Food Consumer Products","Battle Creek, Mich.",18,409,"M",0,0.157507485060508,0.941340309517178
"227",227,"Las Vegas Sands",12882,"Sheldon G. Adelson","Chairman & Chief Executive Officer","Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts","Las Vegas",25,540,"M",0,-0.000695920896679586,2.22044604925031e-16
"228",228,"Stanley Black & Decker",12747.2,"James M. Loree","President, Chief Executive Officer & Director","Household Products","Home Equipment, Furnishings","New Britain, Conn.",4,559,"M",0,0.0901826498925301,0.999926264548445
"229",229,"Booking Holdings",12681.1,"Glenn D. Fogel","President, Chief Executive Officer & Director","Technology","Internet Services and Retailing","Norwalk, Conn.",22,303,"M",0,-0.000724423454094522,2.22044604925031e-16
"230",230,"Lennar",12646.4,"Richard Beckwitt","Chief Executive Officer & Director","Engineering & Construction","Homebuilders","Miami",7,711,"M",0,0.165965363114106,0.806526507256601
"231",231,"L Brands",12632.4,"Leslie H. Wexner","Chairman, President & Chief Executive Officer","Retailing","Specialty Retailers: Apparel","Columbus, Ohio",18,563,"F",1,0.299200860186209,2.22044604925031e-16
"232",232,"DTE Energy",12607,"Gerard M. Anderson","Chairman & Chief Executive Officer","Energy","Utilities: Gas and Electric","Detroit",18,42,"M",0,0.241964615718993,0.000125605431780219
"234",234,"Reinsurance Group of America",12515.8,"Anna Manning","President, Chief Executive Officer & Director","Financials","Insurance: Life, Health (stock)","Chesterfield, Mo.",25,261,"F",1,0.104760212324143,0.469476589778952
"235",235,"J.C. Penney",12506,"Jill A. Soltau","Chairman & Chief Executive Officer","Retailing","General Merchandisers","Plano, Texas",18,742,"F",1,0.18063761641284,2.22044604925031e-16
